!GO Term	EGF_Baseline	EGF_Stumulus
GO:0016887	-0.96	0.65
GO:0008061	0.77	0.72
GO:0003700	0.23	-0.58
GO:0048488	-1.15	-1.50
GO:0006281	-1.98	0.12
GO:0008150	-1.01	0.44
GO:0008150	-1.19	-1.10
GO:2000738	0.53	-0.87
GO:1902600	-1.29	-0.78
GO:0008061	-1.88	0.45
GO:0008270	-1.67	-0.96
GO:0043066	0.37	1.52
GO:0001104	0.62	0.14
GO:0051568	0.98	0.93
GO:0060856	-0.26	0.57
GO:0071711	1.48	-0.67
GO:0016021	-1.12	0.31
GO:0017022	-1.64	1.44
GO:0003674	-0.25	0.72
GO:0016881	0.81	-1.06
GO:0046580	-0.91	-0.63
GO:0048149	0.40	1.37
GO:0047555	-1.73	0.99
GO:0045887	-1.35	-1.26
GO:0022008	1.05	0.79
GO:0016765	0.32	0.66
GO:0032504	-0.33	0.76
GO:0032504	0.33	-1.23
GO:0006412	3.24	-2.84
GO:0048812	1.17	0.91
GO:0051298	5.00	-3.72
GO:0050830	-0.84	0.57
GO:0055114	1.18	-0.92
GO:0007267	0.95	7.13
GO:0006457	-0.38	0.98
GO:0046872	-0.29	0.44
GO:0008270	-2.29	1.64
GO:0046872	-1.11	1.54
GO:2001070	-1.08	0.91
GO:0008150	0.82	0.22
GO:0055114	0.62	0.12
GO:0032450	2.10	-0.25
GO:0008152	0.12	0.43
GO:0055085	1.36	1.62
GO:0008152	-0.15	0.57
GO:0008150	0.40	0.51
GO:0055114	1.88	1.17
GO:0005739	-1.52	-0.48
GO:0008152	-1.46	0.42
GO:0080019	-0.63	-1.25
GO:0015020	0.14	-0.52
GO:0008270	-1.04	0.49
GO:0071951	5.36	-0.32
GO:0051276	-0.80	1.20
GO:0008152	-1.91	1.14
GO:1902600	-0.78	-1.72
GO:0035006	0.91	0.58
GO:0030246	-1.12	1.82
GO:0031419	1.41	1.89
GO:0048526	-0.30	-0.81
GO:0008150	-0.72	0.45
GO:0042059	-0.72	-0.68
GO:0030261	-2.30	-0.49
GO:0061330	-1.51	-0.37
GO:0055114	-0.99	0.85
GO:2000331	-0.51	-0.53
GO:0009982	-1.35	1.47
GO:0055114	-0.45	-0.72
GO:0046872	0.86	-0.60
GO:0042302	-1.70	1.15
GO:0043565	0.82	0.43
GO:0016021	-1.65	-1.93
GO:0030246	-1.07	-0.45
GO:0048137	-1.05	0.82
GO:0004867	-0.68	0.91
GO:0003913	0.86	-0.39
GO:0000791	2.63	-0.89
GO:2001020	-2.46	-1.99
GO:0016772	-1.23	-0.91
GO:0060285	-0.72	0.40
GO:0003677	0.22	0.95
GO:0046872	-1.65	1.66
GO:0008152	-0.78	-1.86
GO:0051923	1.19	-1.10
GO:0016787	14.91	-1.00
GO:0070491	-1.61	0.42
GO:0006464	-0.46	-0.87
GO:0006412	-1.17	0.55
GO:0072686	9.49	-3.99
GO:0045892	-1.47	-1.16
GO:0008150	-0.27	0.72
GO:0046331	0.89	1.00
GO:0008150	-1.64	0.90
GO:0008150	0.70	0.77
GO:0006412	-1.44	-0.41
GO:0008150	1.49	1.05
GO:0004252	-0.51	-0.90
GO:0009072	-1.57	-0.73
GO:0043565	-1.44	-1.07
GO:0042806	-1.42	0.58
GO:0098655	0.42	-0.25
GO:0006450	1.84	0.39
GO:0042254	2.99	-3.46
GO:0046872	0.25	-0.27
GO:0016311	0.59	0.69
GO:0050911	1.21	-0.63
GO:0008152	-0.94	0.79
GO:0046872	-1.16	0.08
GO:0043565	-0.67	0.41
GO:0005840	2.63	-4.25
GO:0008150	0.70	0.45
GO:0035556	-1.17	0.65
GO:0070469	0.98	0.53
GO:0046872	1.12	-0.55
GO:0016020	-1.37	0.92
GO:0008061	0.58	-0.40
GO:0008150	0.82	-0.43
GO:0016887	-1.17	0.48
GO:0015031	-0.79	0.64
GO:0007412	1.14	0.30
GO:0005876	1.36	-2.77
GO:0007288	-0.56	0.98
GO:0008458	0.40	0.98
GO:1902600	-0.89	-0.70
GO:0072686	-0.64	-1.36
GO:0051039	0.97	0.95
GO:0072499	-1.24	-0.35
GO:0051298	2.70	-3.93
GO:0016021	0.83	1.08
GO:0055114	-1.49	0.87
GO:0032509	-0.88	0.90
GO:0008150	-0.63	0.49
GO:0006508	-1.23	0.58
GO:0071683	-2.15	1.38
GO:0032504	0.99	0.83
GO:0016887	-1.10	1.58
GO:0000977	-0.51	0.87
GO:0032851	0.89	-0.44
GO:0050897	1.01	0.69
GO:0008270	-1.29	-0.97
GO:0016311	-0.93	-0.29
GO:0045746	0.05	0.78
GO:0048749	1.17	-0.87
GO:0071944	-0.53	1.04
GO:0008150	2.21	1.26
GO:0008234	-0.72	0.37
GO:0050807	0.25	0.96
GO:0045211	-1.44	0.27
GO:0050660	-1.67	-1.00
GO:0008150	-0.78	0.78
GO:0048666	-1.42	1.04
GO:0007306	0.50	-0.40
GO:0098586	-1.10	1.13
GO:0045211	1.25	0.60
GO:0042799	-0.56	1.54
GO:0046959	0.28	0.41
GO:0016020	-0.31	-0.08
GO:0000776	-1.03	-0.85
GO:0035725	-1.91	-1.30
GO:0016887	0.19	0.43
GO:0051457	-0.93	0.52
GO:0070469	-0.82	-0.57
GO:0016192	-2.21	-2.00
GO:0055085	-0.24	-0.38
GO:0048190	-0.99	-1.35
GO:0003779	1.08	-1.04
GO:0051536	-1.09	-0.93
GO:0051087	-0.19	-1.29
GO:0046355	1.09	-0.49
GO:0040007	0.81	0.50
GO:0048813	1.53	-0.61
GO:1901838	0.87	0.69
GO:0051533	-1.11	1.31
GO:0046872	0.66	5.40
GO:0008270	-0.64	-0.66
GO:1901143	0.47	0.92
GO:0006511	1.39	-0.88
GO:0008340	0.79	0.85
GO:0004175	1.56	-2.16
GO:0050660	-1.89	-1.43
GO:0008150	1.35	1.12
GO:0072375	-1.16	-1.07
GO:0048864	1.14	1.29
GO:0030163	0.29	1.57
GO:0042302	-0.86	0.84
GO:0020037	-1.42	0.78
GO:0045433	0.90	0.98
GO:0055114	0.91	0.62
GO:0071013	-1.01	0.78
GO:0038179	-1.73	-0.80
GO:0007131	-1.53	1.26
GO:1901029	0.56	0.40
GO:0071013	-2.44	-1.78
GO:0070491	-1.61	-2.58
GO:0046872	-1.24	0.85
GO:0055085	1.18	1.37
GO:0035242	1.81	-0.50
GO:0055114	0.60	0.36
GO:0001056	1.98	-0.95
GO:0070588	0.91	1.63
GO:0051036	0.16	0.52
GO:0035556	-1.30	0.37
GO:0008327	-1.23	-1.00
GO:0035556	1.26	1.16
GO:0045211	0.08	1.19
GO:0055085	-0.21	0.70
GO:0050662	0.42	1.12
GO:0043565	5.40	-3.40
GO:0008150	0.66	-1.76
GO:0016311	0.23	1.27
GO:0035335	0.41	0.32
GO:2000035	-0.81	0.43
GO:0055114	0.60	1.25
GO:0050911	0.07	-0.25
GO:0008150	-0.20	0.47
GO:0006412	-1.02	1.17
GO:0000922	-1.02	4.70
GO:0016476	0.69	0.30
GO:0090502	-1.99	1.26
GO:0016747	-1.07	0.79
GO:0055085	1.00	0.88
GO:0072686	-2.04	2.95
GO:0033227	-0.10	-0.73
GO:0008150	-0.72	-0.47
GO:0007157	0.57	0.44
GO:0032577	0.87	-0.92
GO:0008270	0.79	0.64
GO:0055085	-0.43	-2.35
GO:0005980	-1.13	-0.58
GO:0055114	-0.97	-0.58
GO:0016874	0.33	-0.68
GO:0071011	-1.68	-0.55
GO:0071013	0.92	0.73
GO:0042439	-1.59	-2.32
GO:0010951	-1.67	0.64
GO:0046939	0.32	0.14
GO:0008150	-1.44	0.80
GO:0005509	-0.46	-0.97
GO:0008152	-1.14	0.76
GO:0015031	-0.32	-0.96
GO:0055114	0.95	-1.09
GO:0043695	-1.24	0.24
GO:0046872	-0.54	0.65
GO:0016020	0.49	1.29
GO:0004402	-0.94	-0.40
GO:0005813	-1.18	0.76
GO:0050912	0.86	-0.88
GO:0007052	2.34	-3.45
GO:0055085	-0.65	-0.45
GO:1902358	-0.47	0.66
GO:0008150	0.63	0.42
GO:0032504	0.99	-0.15
GO:0042254	-1.77	-0.24
GO:0020037	-0.68	1.06
GO:0006032	0.99	-0.19
GO:0052689	-0.98	0.60
GO:0097482	-1.77	1.17
GO:0035159	1.63	1.53
GO:0005875	2.38	0.56
GO:0005700	-0.93	-2.31
GO:0006850	0.77	0.86
GO:0032389	-0.82	0.68
GO:0052740	0.43	1.19
GO:0005575	-1.49	0.30
GO:0005700	6.29	-1.61
GO:0032504	-1.66	-1.23
GO:0045498	-0.35	-0.83
GO:0008150	-1.70	0.75
GO:0006412	-1.52	0.96
GO:0016331	0.55	0.99
GO:0006508	-1.00	-0.67
GO:0050912	0.09	-0.75
GO:0055114	-0.34	0.78
GO:0008150	2.93	-1.14
GO:0008152	0.55	-1.51
GO:0005509	-0.14	0.84
GO:1902476	-1.12	-0.64
GO:0008150	-0.22	-1.03
GO:0031201	0.53	0.63
GO:0055114	-0.92	-1.36
GO:0045187	-0.10	0.46
GO:0055114	-0.86	-0.69
GO:0048802	-0.77	0.79
GO:0051028	0.81	0.77
GO:0008150	-1.27	0.50
GO:0046872	-0.50	-0.68
GO:0050796	-1.22	-0.76
GO:0051539	-1.18	0.44
GO:0008150	-1.09	0.90
GO:0022008	-0.70	0.72
GO:0055114	-1.82	-1.07
GO:0005694	-1.48	-0.69
GO:0051260	0.42	-0.13
GO:0004252	0.15	-0.09
GO:0010951	-1.11	-0.26
GO:0006897	-0.99	-0.75
GO:0055059	-1.58	4.79
GO:0005615	-1.17	1.10
GO:0061343	0.90	0.24
GO:0032504	-0.58	0.63
GO:0006629	1.24	1.27
GO:0051233	-1.07	0.80
GO:0006508	-1.38	0.74
GO:0050832	-0.81	-0.39
GO:0070374	-1.31	-0.25
GO:0045169	-0.43	-0.85
GO:0090307	0.72	-1.50
GO:0016020	-0.28	-0.89
GO:0008150	-0.89	-0.90
GO:0035335	-0.52	0.52
GO:0060179	-0.43	-0.66
GO:0031410	-0.99	0.55
GO:0071013	-1.28	-0.71
GO:0008150	0.93	0.87
GO:0032259	-2.00	-0.83
GO:0016595	1.76	-1.64
GO:0055114	-0.94	-2.03
GO:0008150	-0.89	0.60
GO:0008084	1.38	-0.32
GO:0006396	1.46	1.51
GO:0055114	-0.97	0.51
GO:0032154	0.55	-2.09
GO:0015629	-1.55	-0.88
GO:0036459	-1.71	-1.78
GO:0030246	-0.78	-0.52
GO:0006508	-1.60	-0.25
GO:0071456	0.14	-2.45
GO:0044020	0.76	-1.16
GO:0051011	-0.84	-0.71
GO:0040003	-0.48	-1.22
GO:0006414	0.95	-0.95
GO:0032259	-1.01	0.85
GO:0051639	-0.60	-0.56
GO:0030163	-1.28	-0.89
GO:0008061	-0.92	0.43
GO:0051233	-1.16	-0.51
GO:0006508	1.82	-0.53
GO:0016021	0.49	1.27
GO:0035335	1.40	-1.04
GO:0030717	-1.18	2.62
GO:0030008	-0.67	1.14
GO:0090251	-0.30	0.35
GO:0008150	-1.47	-0.63
GO:0007605	0.53	-0.28
GO:0040003	-0.51	0.42
GO:0050911	0.27	0.36
GO:0022008	-0.72	0.93
GO:0052833	-1.17	0.27
GO:0019843	-0.47	0.20
GO:0032504	-0.51	0.47
GO:0071480	0.80	-0.93
GO:0046872	-1.55	-1.68
GO:0045892	-1.70	-0.78
GO:0003677	1.40	-0.66
GO:0008061	-2.04	0.51
GO:0006457	-0.48	0.56
GO:0005794	0.24	0.81
GO:0008270	0.90	0.90
GO:0072687	0.51	1.09
GO:0006402	-0.10	-1.03
GO:0032504	-0.11	1.49
GO:0031965	-0.64	0.40
GO:0008150	-0.69	0.29
GO:0006629	0.97	-0.95
GO:0072572	-1.00	-0.69
GO:0051082	-0.99	0.20
GO:0016757	0.79	1.08
GO:0006432	-1.32	-0.72
GO:0030314	-1.16	-0.58
GO:0042734	1.66	1.03
GO:0032851	-0.15	0.90
GO:0046331	0.42	1.16
GO:0008150	-0.97	-1.02
GO:0090307	-0.50	-3.18
GO:0040003	-2.03	-0.50
GO:0045202	-1.82	-1.05
GO:0045179	0.34	1.30
GO:0016021	0.65	1.27
GO:0008150	1.20	0.96
GO:0090307	-1.53	0.48
GO:0008152	-0.87	0.95
GO:0006096	-0.53	-0.22
GO:0005923	-0.81	-0.21
GO:0008152	-1.55	-0.16
GO:0006412	-0.70	1.06
GO:0055085	-0.93	0.65
GO:0018990	0.39	1.23
GO:0008536	-0.77	0.27
GO:0009631	1.36	-0.89
GO:0050832	0.80	-0.72
GO:0055114	1.42	0.79
GO:0018108	-1.15	0.48
GO:0043065	-0.33	-0.52
GO:0090175	-1.03	0.45
GO:0022008	1.37	-0.33
GO:0035186	-1.12	0.79
GO:0016021	-1.09	0.77
GO:0016740	1.63	0.33
GO:0048786	-0.47	-0.53
GO:0060548	1.06	0.61
GO:0006508	-0.71	0.29
GO:0022008	0.97	1.33
GO:0008150	2.37	-0.58
GO:0042384	0.65	1.64
GO:0006413	-1.06	0.54
GO:1990146	-1.02	-0.38
GO:0010951	1.43	-0.66
GO:0031105	-0.87	-0.71
GO:0022625	3.88	-3.43
GO:0030514	-1.10	1.14
GO:0003713	1.26	0.80
GO:0051539	-0.95	0.29
GO:0008150	1.06	-0.61
GO:0090053	-1.04	0.16
GO:0046847	0.70	-0.22
GO:0015031	1.31	0.77
GO:0042384	0.16	-0.45
GO:0070891	-0.07	1.22
GO:0050839	1.09	-0.94
GO:0042803	0.43	0.87
GO:0051781	1.27	1.04
GO:0055085	-1.12	1.45
GO:0008152	-0.30	-0.74
GO:0051287	-1.39	0.63
GO:1990164	1.66	-1.17
GO:0016485	1.26	0.73
GO:0006508	-0.43	-1.82
GO:0022008	-0.82	0.87
GO:0055114	2.18	0.97
GO:0008152	0.28	-0.47
GO:0046872	-0.79	-0.67
GO:0046939	1.20	0.36
GO:0032040	4.22	0.86
GO:0008152	-0.11	-0.30
GO:0016020	-1.60	0.56
GO:0042742	-1.23	-1.61
GO:0008150	-1.06	-0.90
GO:0071578	0.59	0.86
GO:0042067	-0.27	0.19
GO:0001725	-0.56	-0.89
GO:0007606	-1.41	1.56
GO:0010369	-2.89	-1.84
GO:0022008	0.76	0.65
GO:0048749	-1.74	-2.39
GO:0008150	0.89	-0.17
GO:0072546	-1.08	1.33
GO:0043138	0.66	-0.50
GO:0070201	0.70	0.42
GO:0055085	1.45	-1.32
GO:0034511	0.32	-1.05
GO:2001023	1.26	1.26
GO:0008152	-0.76	0.76
GO:0052689	0.33	0.68
GO:0046578	-0.07	0.85
GO:0060388	0.50	0.37
GO:0008150	-1.24	-0.67
GO:2000738	-1.20	-0.94
GO:0032504	-1.85	-1.10
GO:0051607	-1.04	-1.15
GO:0008150	-0.81	0.97
GO:0071577	-1.22	-5.98
GO:0016747	1.83	0.88
GO:0008270	-0.63	-0.84
GO:0071897	-1.74	-0.21
GO:0007606	-0.64	0.38
GO:0051298	0.32	0.20
GO:0016021	-1.18	-1.12
GO:0008270	0.60	-1.11
GO:0055114	-0.90	0.75
GO:0055114	-0.77	1.02
GO:0032784	-1.36	0.48
GO:0008150	-0.13	-0.56
GO:0008150	0.60	-0.51
GO:0008017	-0.29	0.81
GO:0051258	3.84	-1.77
GO:0046872	-1.81	-0.04
GO:0050714	-0.33	-0.67
GO:0071011	-0.27	2.55
GO:0007417	-1.65	-1.07
GO:0008654	1.42	0.99
GO:0003713	1.15	0.90
GO:0033179	-0.27	-0.62
GO:0045893	0.68	-0.60
GO:0008270	1.41	1.63
GO:0016021	0.75	1.07
GO:0071577	-2.01	-0.76
GO:0071011	-0.53	-0.60
GO:0016021	1.04	1.48
GO:0055114	-0.18	-0.94
GO:0032504	0.70	0.69
GO:0008150	0.50	0.46
GO:0005634	-0.26	0.84
GO:0016192	-0.93	0.38
GO:1901694	-1.14	0.26
GO:0016020	-1.01	-1.52
GO:0006508	0.69	0.31
GO:0005992	-1.55	1.32
GO:0050821	-1.43	0.28
GO:0016747	0.52	0.54
GO:0055085	1.23	0.84
GO:0016042	-1.68	0.44
GO:0003676	1.77	1.91
GO:0031012	0.10	-0.49
GO:0045134	-0.73	0.44
GO:0046529	0.37	1.09
GO:0008150	1.22	-0.84
GO:0007165	0.60	-0.91
GO:0016207	2.52	0.97
GO:0050896	-0.84	-1.06
GO:0097352	1.03	-1.07
GO:0061077	-1.12	1.18
GO:0030272	-1.10	0.51
GO:0071819	0.73	0.92
GO:0005576	-0.67	0.28
GO:0032879	1.97	-1.76
GO:0008150	1.22	0.67
GO:0055114	0.47	-0.80
GO:0055114	-1.49	-0.99
GO:0055037	0.76	-0.56
GO:0040003	-0.51	0.83
GO:0045202	-1.84	-1.27
GO:0071013	0.87	0.49
GO:0004867	0.38	0.84
GO:0016021	-1.01	-0.82
GO:0055114	-0.92	0.52
GO:0034220	-1.32	-0.27
GO:0016021	-0.58	-0.07
GO:0008150	1.22	0.97
GO:0046872	0.59	0.31
GO:0016021	-1.05	0.58
GO:0006412	-1.01	-0.80
GO:0071013	-1.58	0.46
GO:0050830	-1.63	-0.78
GO:0055114	1.63	0.49
GO:0055085	-1.23	-0.87
GO:0051101	0.89	-0.82
GO:0016787	0.65	0.82
GO:0008270	-1.63	-0.90
GO:0050911	-0.54	-0.51
GO:0035556	-1.72	-0.05
GO:0045456	0.18	0.55
GO:0008150	-0.30	0.23
GO:0016887	-1.50	1.29
GO:0055114	-1.11	0.68
GO:0035556	-0.87	0.55
GO:0055114	1.32	0.42
GO:0055114	-1.74	1.50
GO:0090307	-1.25	0.62
GO:0045926	1.19	1.37
GO:0008150	1.34	0.51
GO:0048102	1.57	-0.30
GO:0006508	0.70	0.52
GO:0045727	-0.21	-0.27
GO:0046872	-1.61	0.54
GO:0035253	-0.73	0.20
GO:0005876	-1.22	0.39
GO:0032504	0.32	-1.20
GO:0030968	-0.87	-0.48
GO:0008150	-0.76	0.69
GO:0006412	-0.33	0.47
GO:0006520	-0.22	0.78
GO:0016740	-0.20	-0.09
GO:0008270	-1.01	1.42
GO:0022008	0.36	0.76
GO:0016272	0.59	-0.30
GO:0022008	-0.74	-0.18
GO:0022008	0.34	0.77
GO:0040003	-0.22	0.81
GO:0008150	1.25	-0.91
GO:0051010	5.85	-2.97
GO:0070588	-0.83	0.89
GO:0008237	0.61	1.16
GO:0034220	-0.64	0.59
GO:0022627	5.62	-2.56
GO:0055037	1.59	0.85
GO:0048190	1.24	1.02
GO:0016772	1.78	0.82
GO:0006457	-0.12	1.32
GO:0051298	5.71	-3.66
GO:0071683	-0.96	-0.41
GO:0048812	-2.06	-1.37
GO:0050662	-0.76	-0.50
GO:0032851	-1.22	0.59
GO:0030955	-1.67	-1.80
GO:0046628	-0.31	0.12
GO:0016021	-0.53	0.82
GO:2001235	-1.77	-0.29
GO:0045167	0.79	0.92
GO:0051726	-0.88	-1.43
GO:0055114	-0.31	0.69
GO:0008150	1.18	0.55
GO:0016021	-0.12	-0.26
GO:0008150	-1.63	-0.24
GO:0045968	-1.67	0.73
GO:0016607	-0.40	0.61
GO:0004402	-0.90	-1.19
GO:0030154	1.58	0.50
GO:0071855	0.89	0.56
GO:0045735	0.42	0.27
GO:0045944	0.46	0.88
GO:0008150	0.97	1.71
GO:0008150	1.24	0.93
GO:0046872	-0.67	0.33
GO:0040003	0.35	1.68
GO:0070891	-0.07	0.57
GO:0055114	0.23	0.92
GO:0022008	-0.22	-0.41
GO:0016199	-0.74	1.24
GO:0046872	-1.05	0.39
GO:0016887	-1.09	-1.11
GO:0008150	0.74	0.29
GO:0043565	-0.75	0.40
GO:0051276	-1.39	-0.46
GO:0031262	-0.46	0.20
GO:0006508	-0.90	0.33
GO:0045179	0.89	-0.87
GO:0008150	-0.39	0.56
GO:0045475	-1.27	-0.74
GO:2001136	-1.15	0.65
GO:0051450	-0.80	0.47
GO:0008234	1.05	-1.40
GO:0008061	-0.53	0.82
GO:0008061	0.81	0.47
GO:0004175	-0.51	-2.03
GO:0008150	1.24	-0.81
GO:0008152	-0.98	-1.71
GO:0006508	-1.18	-0.93
GO:0071013	1.92	-1.72
GO:0071683	-0.82	-1.45
GO:0008152	0.50	0.53
GO:0006749	1.83	0.28
GO:0005761	0.34	-0.67
GO:0034220	0.78	1.02
GO:0016021	0.78	-1.48
GO:0048102	0.25	-0.87
GO:0060213	1.01	0.77
GO:0048036	-0.71	1.54
GO:0048813	1.72	-1.63
GO:0016311	-1.28	0.61
GO:0022008	0.50	0.59
GO:0008150	1.31	0.32
GO:0055114	-0.12	-0.50
GO:0055059	1.72	0.78
GO:0008150	0.67	-1.26
GO:1902358	-2.69	-2.97
GO:0060099	0.90	1.07
GO:0031012	-1.08	-0.79
GO:0090305	2.22	-2.55
GO:0008061	0.62	0.50
GO:0016887	0.73	1.79
GO:0006379	1.77	2.34
GO:0035556	-1.40	-0.10
GO:0016021	0.08	0.33
GO:0007606	1.31	0.14
GO:0048193	0.76	-0.41
GO:0031012	-2.39	-1.57
GO:0006468	-0.48	0.75
GO:0008150	-1.12	0.20
GO:2000134	0.98	2.23
GO:0006979	-0.70	0.81
GO:0004889	-1.52	-2.59
GO:0042384	0.11	-0.61
GO:0006508	1.19	-0.61
GO:0097305	0.97	-1.40
GO:0055085	0.47	0.59
GO:0030246	-1.60	0.66
GO:0030246	0.26	0.62
GO:0051726	-1.12	0.35
GO:0006432	-1.55	1.24
GO:0046331	1.26	0.36
GO:0033962	0.48	0.44
GO:0022008	0.65	0.72
GO:0006508	-0.56	0.14
GO:0008150	-0.71	-0.77
GO:0042059	-0.68	-0.61
GO:0070491	1.18	2.08
GO:0008150	-0.56	-0.69
GO:0046835	0.76	1.48
GO:0016311	0.65	1.07
GO:0008289	-0.60	1.34
GO:0008150	-1.13	0.56
GO:0061025	0.14	0.31
GO:0022008	2.12	-1.28
GO:0008150	-1.39	-0.44
GO:0016021	-0.95	0.86
GO:0019370	-1.35	-0.43
GO:0007264	2.13	-1.67
GO:0008270	-2.58	-4.29
GO:0070626	-1.41	1.08
GO:0055114	0.48	0.52
GO:0008237	-1.13	0.81
GO:0048477	-1.05	0.27
GO:0008150	-0.73	-0.46
GO:0006508	0.84	1.14
GO:0048488	-0.47	0.68
GO:0048515	1.40	0.63
GO:0040003	-0.32	0.78
GO:0055114	-0.24	-0.95
GO:0016021	-1.43	-0.93
GO:0016747	-1.28	0.39
GO:0003677	-1.51	0.45
GO:0050911	-1.93	-0.97
GO:0006390	0.49	0.39
GO:0060439	0.71	-1.10
GO:0043565	0.48	1.79
GO:1901291	-1.96	0.91
GO:0046939	-0.56	3.50
GO:0060856	-2.22	-0.66
GO:0035335	-1.42	0.29
GO:0055114	-0.84	0.43
GO:0080019	0.50	-0.39
GO:0019028	-1.42	-0.35
GO:0045169	-0.99	-0.70
GO:0050911	-1.35	0.49
GO:0008150	1.50	0.90
GO:0048478	-0.50	0.40
GO:0045087	-1.28	0.81
GO:0060252	-0.72	-0.55
GO:0006309	1.32	-1.95
GO:0016887	-1.43	-0.64
GO:0006508	0.45	1.03
GO:0008150	0.39	0.48
GO:0050790	0.91	0.41
GO:0048814	-1.46	-0.83
GO:0008150	-1.06	0.16
GO:0008061	0.51	1.24
GO:0008270	0.70	0.75
GO:0008430	0.76	1.30
GO:0016772	-1.81	-0.42
GO:0016740	1.09	0.60
GO:0046872	0.58	0.75
GO:0045886	-0.55	0.70
GO:0008150	-1.67	0.58
GO:0052736	-1.71	-1.84
GO:0006508	-0.99	-0.66
GO:0051726	0.37	0.86
GO:0008150	4.75	0.98
GO:0008150	-2.29	-1.46
GO:0055114	-1.91	-1.84
GO:0016787	1.33	1.04
GO:0055114	-0.94	-3.38
GO:0055085	0.53	1.03
GO:0016787	-0.52	-1.06
GO:0042826	0.84	0.78
GO:0006869	-1.00	-0.94
GO:0055114	0.28	0.75
GO:0046872	3.13	-3.57
GO:0006839	1.36	0.74
GO:0005977	1.04	0.61
GO:0004252	-1.41	-0.61
GO:0006281	0.73	0.60
GO:0043695	-0.78	0.51
GO:0008150	1.19	-0.81
GO:0051726	2.61	-0.32
GO:0055114	0.67	0.29
GO:0045454	-1.52	0.46
GO:0005509	-1.13	-0.48
GO:0035330	1.12	1.07
GO:0012505	0.13	0.98
GO:0032504	0.19	0.82
GO:0016747	0.25	0.30
GO:0050829	0.31	2.13
GO:0047498	1.25	0.97
GO:0008150	0.46	1.44
GO:0072686	-1.39	2.41
GO:0090305	1.11	-0.55
GO:2000331	1.07	-3.50
GO:0042026	-0.64	1.16
GO:0043565	-1.49	-1.41
GO:0008150	-0.75	-1.31
GO:1990124	0.19	1.15
GO:0071897	-1.97	0.52
GO:0042600	-1.03	-0.51
GO:0050916	-0.51	0.99
GO:0032784	-1.56	0.52
GO:0060049	0.98	-1.14
GO:0050767	0.43	1.29
GO:0008270	-0.57	-0.87
GO:2000289	-1.59	0.65
GO:0004402	-2.17	-2.89
GO:0055114	-1.15	0.44
GO:0031110	-1.14	0.15
GO:0046872	-1.04	1.63
GO:0031638	-0.88	0.14
GO:0043565	0.88	-0.60
GO:0007606	0.46	0.21
GO:0070491	-0.83	0.71
GO:0048102	0.52	0.75
GO:1990077	-0.44	0.32
GO:2000647	-1.32	1.92
GO:0050829	-1.97	-0.77
GO:0048812	1.63	2.20
GO:0055085	-1.04	0.90
GO:0048699	0.27	0.21
GO:0042623	1.18	1.34
GO:0035230	-1.11	0.31
GO:0046716	-0.46	-1.13
GO:0051276	-0.22	-1.00
GO:0050661	0.58	-1.09
GO:0048471	-1.01	0.98
GO:0060025	0.29	-0.78
GO:0032504	0.61	0.90
GO:0032504	0.39	-0.41
GO:0031941	-0.70	0.68
GO:0055114	-0.50	0.02
GO:0055114	0.78	-1.67
GO:0048102	0.42	-1.14
GO:0005814	1.66	0.91
GO:0042826	-2.00	0.53
GO:0016021	1.38	1.20
GO:0001055	2.14	-1.30
GO:0006909	-1.02	0.50
GO:0008152	0.64	0.22
GO:0019239	0.23	1.33
GO:0046692	0.97	0.34
GO:0030145	-1.73	0.47
GO:0071203	0.94	1.73
GO:0008150	3.28	2.05
GO:0016021	1.87	1.04
GO:0016020	-1.47	1.20
GO:0055114	-0.90	0.54
GO:0071013	0.30	-1.57
GO:0032504	-1.19	-0.31
GO:2000274	-1.56	-0.41
GO:0008150	-0.92	-0.63
GO:0001075	-1.38	1.72
GO:0042594	1.46	0.82
GO:0008150	-0.35	-0.53
GO:0016021	-0.49	0.80
GO:0008527	-0.57	-0.33
GO:0050911	-1.76	-0.49
GO:0016263	-0.16	0.35
GO:0042060	-1.21	1.60
GO:0016021	-1.21	0.43
GO:0016787	-0.63	0.56
GO:0016021	1.29	1.58
GO:0048812	-0.15	-0.73
GO:0048813	-1.47	-1.02
GO:0000502	-1.40	0.67
GO:0048149	0.32	1.02
GO:0046716	-0.15	-1.49
GO:0008061	0.83	0.72
GO:0008270	-0.67	0.38
GO:0051607	0.93	0.31
GO:0070731	0.70	-0.39
GO:0035220	0.18	-1.21
GO:0008305	1.50	1.69
GO:0016758	-0.49	-1.21
GO:0050911	-1.56	-0.53
GO:0045747	1.53	1.14
GO:0008045	-0.22	1.52
GO:0042742	-0.50	0.57
GO:0046426	-1.04	-1.75
GO:0046872	0.87	-2.16
GO:0031982	-0.40	0.40
GO:0016021	1.03	-0.46
GO:0008150	-1.49	-1.06
GO:0050804	1.45	0.46
GO:0008150	0.64	1.25
GO:0050832	-2.43	1.77
GO:0080019	1.22	-0.71
GO:0008150	-0.65	0.22
GO:0045211	1.31	1.21
GO:0022618	0.59	0.23
GO:0007165	1.19	-0.76
GO:0048675	0.63	-1.67
GO:0032504	0.90	0.88
GO:0050931	0.77	1.22
GO:0048477	1.37	0.91
GO:0055114	-0.73	-0.55
GO:0046872	-0.61	0.75
GO:0048813	1.05	0.95
GO:0008150	-0.50	-0.95
GO:0030669	1.49	-0.30
